Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
O13710	P53692	SMC5	SMC6	SPAC14C4.02C	SPCC5E4.06	SPAC14C4.02C	SPCC5E4.06	16478984:0096:LC|15601840:0007:LC|15601840:0004:LC|28134253:0114:LC|28134253:0004:LC|15601840:0096:LC|16478984:0007:LC|28134253:0096:LC|16478984:0004:LC|10747036:0004:LC|10747036:0401:LC|26446992:0018:LC
O13710	Q4PIR3	SMC5	NSE2	SPAC14C4.02C	SPAC16A10.06C	SPAC14C4.02C	SPAC16A10.06C	16478984:0096:LC|12966087:0676:LC|16478984:0007:LC|12966087:0071:LC|16478984:0004:LC|12966087:0096:LC
O13710	Q53EK2	SMC5	NSE1	SPAC14C4.02C	SPCC550.05	SPAC14C4.02C	SPCC550.05	16478984:0096:LC|12966087:0676:LC|16478984:0007:LC|12966087:0071:LC|16478984:0004:LC|12966087:0004:LC|12966087:0096:LC
O13710	Q6BDR8	SMC5	NSE4	SPAC14C4.02C	SPBC20F10.04C	SPAC14C4.02C	SPBC20F10.04C	16478984:0096:LC|17005570:0018:LC|16478984:0007:LC|16478984:0004:LC|16478984:0676:LC|17005570:0096:LC
O13710	Q9Y7U4	SMC5	NSE3	SPAC14C4.02C	SPCC645.04	SPAC14C4.02C	SPCC645.04	16478984:0096:LC|16478984:0007:LC|16478984:0004:LC|15601840:0018:LC
O13711	O13712	O13711	MUG61	SPAC14C4.04	SPAC14C4.05C	SPAC14C4.04	SPAC14C4.05C	26771498:0018:HT
O13711	O14223	O13711	TVP15	SPAC14C4.04	SPAC6F12.04	SPAC14C4.04	SPAC6F12.04	26771498:0018:HT
O13711	O59741	O13711	O59741	SPAC14C4.04	SPBC530.05	SPAC14C4.04	SPBC530.05	26771498:0018:HT
O13712	O13787	MUG61	SEC62	SPAC14C4.05C	SPAC17G6.09	SPAC14C4.05C	SPAC17G6.09	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	O13880	MUG61	VHT1	SPAC14C4.05C	SPAC1B3.16C	SPAC14C4.05C	SPAC1B3.16C	26771498:0018:HT
O13712	O13901	MUG61	O13901	SPAC14C4.05C	SPAC22A12.10	SPAC14C4.05C	SPAC22A12.10	26771498:0018:HT
O13712	O13959	MUG61	PIP1	SPAC14C4.05C	SPAC23H4.18C	SPAC14C4.05C	SPAC23H4.18C	26771498:0018:HT
O13712	O14020	MUG61	O14020	SPAC14C4.05C	SPAC29A4.17C	SPAC14C4.05C	SPAC29A4.17C	26771498:0018:HT
O13712	O14073	MUG61	O14073	SPAC14C4.05C	SPAC2E11.08|SPACUNK4.08	SPAC14C4.05C	SPACUNK4.08	26771498:0018:HT
O13712	O14145	MUG61	TPS2	SPAC14C4.05C	SPAC3G6.09C	SPAC14C4.05C	SPAC3G6.09C	26771498:0018:HT
O13712	O14166	MUG61	O14166	SPAC14C4.05C	SPAC4C5.03	SPAC14C4.05C	SPAC4C5.03	26771498:0018:HT
O13712	O14195	MUG61	O14195	SPAC14C4.05C	SPAC56E4.07	SPAC14C4.05C	SPAC56E4.07	26771498:0018:HT
O13712	O14222	MUG61	FSV1	SPAC14C4.05C	SPAC6F12.03C	SPAC14C4.05C	SPAC6F12.03C	26771498:0018:HT
O13712	O14223	MUG61	TVP15	SPAC14C4.05C	SPAC6F12.04	SPAC14C4.05C	SPAC6F12.04	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	O14238	MUG61	OST2	SPAC14C4.05C	SPAC6F6.05	SPAC14C4.05C	SPAC6F6.05	26771498:0018:HT
O13712	O14346	MUG61	O14346	SPAC14C4.05C	SPBC19C2.15C|SPBC2F12.16	SPAC14C4.05C	SPBC19C2.15C	26771498:0018:HT
O13712	O36022	MUG61	MNN9	SPAC14C4.05C	SPAC4F10.10C	SPAC14C4.05C	SPAC4F10.10C	26771498:0018:HT
O13712	O42646	MUG61	UBC6	SPAC14C4.05C	SPAC10F6.05C	SPAC14C4.05C	SPAC10F6.05C	26771498:0018:HT
O13712	O42841	MUG61	O42841	SPAC14C4.05C	SPAC23A1.02C	SPAC14C4.05C	SPAC23A1.02C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	O42843	MUG61	O42843	SPAC14C4.05C	SPAC23A1.05	SPAC14C4.05C	SPAC23A1.05	26771498:0018:HT
O13712	O42878	MUG61	O42878	SPAC14C4.05C	SPAC8E11.01C|SPAC959.01	SPAC14C4.05C	SPAC8E11.01C	26771498:0018:HT
O13712	O42901	MUG61	O42901	SPAC14C4.05C	SPBC119.09C	SPAC14C4.05C	SPBC119.09C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	O42907	MUG61	O42907	SPAC14C4.05C	SPBC119.16C	SPAC14C4.05C	SPBC119.16C	26771498:0018:HT
O13712	O42909	MUG61	O42909	SPAC14C4.05C	SPBC16A3.02C	SPAC14C4.05C	SPBC16A3.02C	26771498:0018:HT
O13712	O42944	MUG61	OMH2	SPAC14C4.05C	SPBC16H5.09C	SPAC14C4.05C	SPBC16H5.09C	26771498:0018:HT
O13712	O42957	MUG61	ULP1	SPAC14C4.05C	SPBC19G7.09	SPAC14C4.05C	SPBC19G7.09	26771498:0018:HT
O13712	O43002	MUG61	SBH1	SPAC14C4.05C	SPBC2G2.03C	SPAC14C4.05C	SPBC2G2.03C	26771498:0018:HT
O13712	O43013	MUG61	O43013	SPAC14C4.05C	SPBC2G2.14	SPAC14C4.05C	SPBC2G2.14	26771498:0018:HT
O13712	O59713	MUG61	DPH1	SPAC14C4.05C	SPBC3B8.05	SPAC14C4.05C	SPBC3B8.05	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	O59776	MUG61	O59776	SPAC14C4.05C	SPCC1795.12C	SPAC14C4.05C	SPCC1795.12C	26771498:0018:HT
O13712	O60109	MUG61	O60109	SPAC14C4.05C	SPBC14F5.13C	SPAC14C4.05C	SPBC14F5.13C	26771498:0018:HT
O13712	O60113	MUG61	O60113	SPAC14C4.05C	SPBC15C4.04C	SPAC14C4.05C	SPBC15C4.04C	26771498:0018:HT
O13712	O60148	MUG61	O60148	SPAC14C4.05C	SPBC18H10.18C	SPAC14C4.05C	SPBC18H10.18C	26771498:0018:HT
O13712	O60160	MUG61	OMH1	SPAC14C4.05C	SPBC19C7.12C	SPAC14C4.05C	SPBC19C7.12C	26771498:0018:HT
O13712	O74375	MUG61	TVP18	SPAC14C4.05C	SPBC32F12.12C	SPAC14C4.05C	SPBC32F12.12C	26771498:0018:HT
O13712	O74446	MUG61	SIF2	SPAC14C4.05C	SPCC16C4.01|SPCC5E4.09	SPAC14C4.05C	SPCC16C4.01	26771498:0018:HT
O13712	O74559	MUG61	O74559	SPAC14C4.05C	SPCC970.06	SPAC14C4.05C	SPCC970.06	26771498:0018:HT
O13712	O74745	MUG61	ANP1	SPAC14C4.05C	SPBC1734.04	SPAC14C4.05C	SPBC1734.04	26771498:0018:HT
O13712	O74750	MUG61	YEA4	SPAC14C4.05C	SPBC1734.09	SPAC14C4.05C	SPBC1734.09	26771498:0018:HT
O13712	O74837	MUG61	PMP31	SPAC14C4.05C	SPCC1183.09C	SPAC14C4.05C	SPCC1183.09C	26771498:0018:HT
O13712	O94272	MUG61	ATG8	SPAC14C4.05C	SPBP8B7.24C	SPAC14C4.05C	SPBP8B7.24C	26771498:0018:HT
O13712	O94273	MUG61	CYP4	SPAC14C4.05C	SPBP8B7.25	SPAC14C4.05C	SPBP8B7.25	26771498:0018:HT
O13712	O94313	MUG61	ARG4	SPAC14C4.05C	SPBC215.08C	SPAC14C4.05C	SPBC215.08C	26771498:0018:HT
O13712	O94323	MUG61	O94323	SPAC14C4.05C	SPBC725.05C	SPAC14C4.05C	SPBC725.05C	26771498:0018:HT
O13712	O94361	MUG61	O94361	SPAC14C4.05C	SPBC428.14	SPAC14C4.05C	SPBC428.14	23695164:0018:HT|26771498:0090:HT|26771498:0018:HT|23695164:0397:HT
O13712	O94385	MUG61	POM152	SPAC14C4.05C	SPBC29A10.07	SPAC14C4.05C	SPBC29A10.07	26771498:0018:HT
O13712	O94440	MUG61	O94440	SPAC14C4.05C	SPAC637.03	SPAC14C4.05C	SPAC637.03	26771498:0018:HT
O13712	O94448	MUG61	O94448	SPAC14C4.05C	SPAC1687.02	SPAC14C4.05C	SPAC1687.02	26771498:0018:HT
O13712	O94520	MUG61	O94520	SPAC14C4.05C	SPCC1281.03C	SPAC14C4.05C	SPCC1281.03C	26771498:0018:HT
O13712	O94584	MUG61	PPS1	SPAC14C4.05C	SPCC1442.12	SPAC14C4.05C	SPCC1442.12	26771498:0018:HT
O13712	O94599	MUG61	O94599	SPAC14C4.05C	SPCC622.11	SPAC14C4.05C	SPCC622.11	26771498:0018:HT
O13712	O94622	MUG61	O94622	SPAC14C4.05C	SPBC1289.13C	SPAC14C4.05C	SPBC1289.13C	26771498:0018:HT
O13712	O94651	MUG61	PEP12	SPAC14C4.05C	SPBC31E1.04	SPAC14C4.05C	SPBC31E1.04	26771498:0018:HT
O13712	P0CS86	MUG61	P0CS86	SPAC14C4.05C	SPBC1348.01	SPAC14C4.05C	SPBC1348.01	26771498:0018:HT
O13712	P0CU20	MUG61	FEX2	SPAC14C4.05C	SPBPB8B6.06C	SPAC14C4.05C	SPBPB8B6.06C	26771498:0018:HT
O13712	P10815	MUG61	CDC13	SPAC14C4.05C	SPBC582.03	SPAC14C4.05C	SPBC582.03	23695164:0397:HT
O13712	P36596	MUG61	ERG9	SPAC14C4.05C	SPBC646.05C	SPAC14C4.05C	SPBC646.05C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	P42881	MUG61	GPT2	SPAC14C4.05C	SPBC15D4.04	SPAC14C4.05C	SPBC15D4.04	26771498:0018:HT
O13712	P49373	MUG61	TFS1	SPAC14C4.05C	SPAC20H4.03C	SPAC14C4.05C	SPAC20H4.03C	26771498:0018:HT
O13712	P54069	MUG61	BEM46	SPAC14C4.05C	PI020|SPBC32H8.03	SPAC14C4.05C	SPBC32H8.03	26771498:0018:HT
O13712	P78768	MUG61	VTI1	SPAC14C4.05C	SPBC3B9.10	SPAC14C4.05C	SPBC3B9.10	26771498:0018:HT
O13712	P79088	MUG61	SEC61	SPAC14C4.05C	SPBC354.02C	SPAC14C4.05C	SPBC354.02C	26771498:0018:HT
O13712	P87015	MUG61	P87015	SPAC14C4.05C	SPAC186.03	SPAC14C4.05C	SPAC186.03	26771498:0018:HT
O13712	P87148	MUG61	HRF1	SPAC14C4.05C	SPBC25H2.06C	SPAC14C4.05C	SPBC25H2.06C	26771498:0018:HT
O13712	P87170	MUG61	PTP4	SPAC14C4.05C	SPBC3D6.05	SPAC14C4.05C	SPBC3D6.05	26771498:0018:HT
O13712	Q09174	MUG61	GMA12	SPAC14C4.05C	SPCC736.04C	SPAC14C4.05C	SPCC736.04C	26771498:0018:HT
O13712	Q09679	MUG61	GMH1	SPAC14C4.05C	SPAC5H10.11	SPAC14C4.05C	SPAC5H10.11	26771498:0018:HT
O13712	Q09681	MUG61	GMH2	SPAC14C4.05C	SPAC5H10.13C	SPAC14C4.05C	SPAC5H10.13C	26771498:0090:HT|26771498:0018:HT
O13712	Q09825	MUG61	SAD1	SPAC14C4.05C	SPBC12D12.01|SPBC16H5.01C	SPAC14C4.05C	SPBC12D12.01	14655046:0018:LC|23695164:0018:HT|26771498:0018:HT|21880100:0018:LC|23695164:0397:HT
O13712	Q09835	MUG61	GOS1	SPAC14C4.05C	SPAC4G8.10	SPAC14C4.05C	SPAC4G8.10	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q09875	MUG61	Q09875	SPAC14C4.05C	SPAC12G12.12	SPAC14C4.05C	SPAC12G12.12	26771498:0018:HT
O13712	Q10078	MUG61	PPK13	SPAC14C4.05C	SPAC3H1.13	SPAC14C4.05C	SPAC3H1.13	26771498:0018:HT
O13712	Q10109	MUG61	LEM2	SPAC14C4.05C	SPAC18G6.10	SPAC14C4.05C	SPAC18G6.10	26771498:0018:HT
O13712	Q10111	MUG61	Q10111	SPAC14C4.05C	SPAC18G6.12C	SPAC14C4.05C	SPAC18G6.12C	26771498:0018:HT
O13712	Q10177	MUG61	PDT1	SPAC14C4.05C	SPAC27F1.08	SPAC14C4.05C	SPAC27F1.08	26771498:0018:HT
O13712	Q10244	MUG61	Q10244	SPAC14C4.05C	SPAC4G9.14	SPAC14C4.05C	SPAC4G9.14	26771498:0018:HT
O13712	Q10255	MUG61	Q10255	SPAC14C4.05C	SPAC56F8.07	SPAC14C4.05C	SPAC56F8.07	26771498:0018:HT
O13712	Q10358	MUG61	RER1	SPAC14C4.05C	SPAC22E12.05C	SPAC14C4.05C	SPAC22E12.05C	26771498:0018:HT
O13712	Q10436	MUG61	Q10436	SPAC14C4.05C	SPAC12B10.02C	SPAC14C4.05C	SPAC12B10.02C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q8NKC1	MUG61	Q8NKC1	SPAC14C4.05C	SPBPB21E7.04C	SPAC14C4.05C	SPBPB21E7.04C	26771498:0018:HT
O13712	Q8TFG7	MUG61	TRM5	SPAC14C4.05C	SPAPB18E9.01	SPAC14C4.05C	SPAPB18E9.01	26771498:0018:HT
O13712	Q8WZJ9	MUG61	HUT1	SPAC14C4.05C	SPBC839.11C	SPAC14C4.05C	SPBC839.11C	26771498:0018:HT
O13712	Q92356	MUG61	SYB1	SPAC14C4.05C	SPAC6G9.11	SPAC14C4.05C	SPAC6G9.11	26771498:0018:HT
O13712	Q9HDY3	MUG61	Q9HDY3	SPAC14C4.05C	SPAPB1A10.07C	SPAC14C4.05C	SPAPB1A10.07C	26771498:0018:HT
O13712	Q9HE12	MUG61	Q9HE12	SPAC14C4.05C	SPAC1399.01C	SPAC14C4.05C	SPAC1399.01C	26771498:0018:HT
O13712	Q9HGN3	MUG61	TLG1	SPAC14C4.05C	SPBC36B7.07	SPAC14C4.05C	SPBC36B7.07	26771498:0018:HT
O13712	Q9HGP8	MUG61	Q9HGP8	SPAC14C4.05C	SPAC212.04C	SPAC14C4.05C	SPAC212.04C	26771498:0018:HT
O13712	Q9P3E5	MUG61	Q9P3E5	SPAC14C4.05C	SPAC750.06C	SPAC14C4.05C	SPAC750.06C	26771498:0018:HT
O13712	Q9P3T9	MUG61	BSD1	SPAC14C4.05C	SPAC328.07C	SPAC14C4.05C	SPAC328.07C	26771498:0018:HT
O13712	Q9P3V3	MUG61	Q9P3V3	SPAC14C4.05C	SPBC1348.07	SPAC14C4.05C	SPBC1348.07	26771498:0018:HT
O13712	Q9P6J2	MUG61	PCL1	SPAC14C4.05C	SPBC1683.10C	SPAC14C4.05C	SPBC1683.10C	26771498:0018:HT
O13712	Q9P6M1	MUG61	GST3	SPAC14C4.05C	SPAC688.04C	SPAC14C4.05C	SPAC688.04C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q9P6P8	MUG61	Q9P6P8	SPAC14C4.05C	SPAC644.13C	SPAC14C4.05C	SPAC644.13C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q9P7F8	MUG61	GET3	SPAC14C4.05C	SPAC1142.06	SPAC14C4.05C	SPAC1142.06	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q9P7G3	MUG61	Q9P7G3	SPAC14C4.05C	SPAP14E8.05C	SPAC14C4.05C	SPAP14E8.05C	26771498:0018:HT
O13712	Q9P7H7	MUG61	ILM1	SPAC14C4.05C	SPAC1782.02C	SPAC14C4.05C	SPAC1782.02C	26771498:0018:HT
O13712	Q9P7M5	MUG61	NOP10	SPAC14C4.05C	SPAP27G11.13C	SPAC14C4.05C	SPAP27G11.13C	26771498:0018:HT
O13712	Q9URX8	MUG61	Q9URX8	SPAC14C4.05C	SPAC890.06	SPAC14C4.05C	SPAC890.06	26771498:0018:HT
O13712	Q9URZ8	MUG61	VMA11	SPAC14C4.05C	SPAC732.01	SPAC14C4.05C	SPAC732.01	26771498:0018:HT
O13712	Q9US11	MUG61	Q9US11	SPAC14C4.05C	SPAC607.07C	SPAC14C4.05C	SPAC607.07C	26771498:0018:HT
O13712	Q9US55	MUG61	GLS2	SPAC14C4.05C	SPAC1002.03C	SPAC14C4.05C	SPAC1002.03C	26771498:0018:HT
O13712	Q9USH7	MUG61	PSY1	SPAC14C4.05C	SPCC825.03C	SPAC14C4.05C	SPCC825.03C	26771498:0018:HT
O13712	Q9USM6	MUG61	OCA8	SPAC14C4.05C	SPCC16A11.10C	SPAC14C4.05C	SPCC16A11.10C	26771498:0018:HT
O13712	Q9USQ8	MUG61	Q9USQ8	SPAC14C4.05C	SPBC577.11	SPAC14C4.05C	SPBC577.11	26771498:0018:HT
O13712	Q9USX0	MUG61	PVG3	SPAC14C4.05C	SPBC1921.06C	SPAC14C4.05C	SPBC1921.06C	26771498:0018:HT
O13712	Q9UT35	MUG61	GDP1	SPAC14C4.05C	SPAC824.08	SPAC14C4.05C	SPAC824.08	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q9UTA0	MUG61	Q9UTA0	SPAC14C4.05C	SPAC27E2.11C	SPAC14C4.05C	SPAC27E2.11C	26771498:0018:HT
O13712	Q9UTH2	MUG61	Q9UTH2	SPAC14C4.05C	SPAC1805.02C	SPAC14C4.05C	SPAC1805.02C	26771498:0018:HT
O13712	Q9UU82	MUG61	ARE2	SPAC14C4.05C	SPCP1E11.05C	SPAC14C4.05C	SPCP1E11.05C	26771498:0018:HT
O13712	Q9UUD8	MUG61	Q9UUD8	SPAC14C4.05C	SPBC18A7.01|SPBC4F6.19C	SPAC14C4.05C	SPBC18A7.01	26771498:0018:HT
O13712	Q9UUH8	MUG61	Q9UUH8	SPAC14C4.05C	SPAC630.04C	SPAC14C4.05C	SPAC630.04C	26771498:0018:HT
O13712	Q9UUI8	MUG61	Q9UUI8	SPAC14C4.05C	SPAC22F8.04	SPAC14C4.05C	SPAC22F8.04	26771498:0018:HT
O13712	Q9UUJ1	MUG61	ARP2	SPAC14C4.05C	SPAC11H11.06|SPAC22F8.01	SPAC14C4.05C	SPAC11H11.06	23695164:0397:HT
O13712	Q9Y7K8	MUG61	NUS1	SPAC14C4.05C	SPBC2A9.06C	SPAC14C4.05C	SPBC2A9.06C	26771498:0018:HT
O13712	Q9Y7N3	MUG61	GRX3	SPAC14C4.05C	SPCC1450.06C	SPAC14C4.05C	SPCC1450.06C	26771498:0018:HT
O13712	Q9Y7T6	MUG61	SEC59	SPAC14C4.05C	SPCC63.10C	SPAC14C4.05C	SPCC63.10C	26771498:0018:HT
O13712	Q9Y7X6	MUG61	ISH1	SPAC14C4.05C	SPBC365.12C	SPAC14C4.05C	SPBC365.12C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q9Y7Y4	MUG61	COX10	SPAC14C4.05C	SPBC365.02C	SPAC14C4.05C	SPBC365.02C	26771498:0018:HT
O13712	Q9Y806	MUG61	ERV2	SPAC14C4.05C	SPBC146.04	SPAC14C4.05C	SPBC146.04	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13712	Q9Y826	MUG61	MEU31	SPAC14C4.05C	SPAC1A6.06C	SPAC14C4.05C	SPAC1A6.06C	26771498:0018:HT
O13713	O14327	NAB2	PAB2	SPAC14C4.06C	SPBC16E9.12C	SPAC14C4.06C	SPBC16E9.12C	26771498:0090:HT|26771498:0018:HT
O13713	P31209	NAB2	PAB1	SPAC14C4.06C	SPAC57A7.04C	SPAC14C4.06C	SPAC57A7.04C	26771498:0018:HT
O13714	O13961	O13714	CUT11	SPAC14C4.07	SPAC1786.03|SPAC24C9.01	SPAC14C4.07	SPAC1786.03	33109728:0090:HT
O13717	O13961	O13717	CUT11	SPAC14C4.10C	SPAC1786.03|SPAC24C9.01	SPAC14C4.10C	SPAC1786.03	33109728:0090:HT
O13718	O13961	VTC2	CUT11	SPAC14C4.11	SPAC1786.03|SPAC24C9.01	SPAC14C4.11	SPAC1786.03	33109728:0090:HT
O13718	Q10109	VTC2	LEM2	SPAC14C4.11	SPAC18G6.10	SPAC14C4.11	SPAC18G6.10	33109728:0090:HT
O13719	O14248	LAF1	TEA3	SPAC14C4.12C	SPAC6G10.02C	SPAC14C4.12C	SPAC6G10.02C	26771498:0018:HT
O13719	O60130	LAF1	O60130	SPAC14C4.12C	SPBC16G5.16	SPAC14C4.12C	SPBC16G5.16	26771498:0018:HT
O13722	O42958	TAF12	O42958	SPAC15A10.02	SPBC19G7.10C	SPAC15A10.02	SPBC19G7.10C	26771498:0018:HT
O13734	O13734	SGO2	SGO2	SPAC15A10.15	SPAC15A10.15	SPAC15A10.15	SPAC15A10.15	26771498:0018:HT
O13735	O14330	FAT1	O14330	SPAC15A10.16|SPAC15E1.01	SPBC16E9.15	SPAC15A10.16	SPBC16E9.15	26771498:0018:HT
O13749	Q10149	SUA7	Q10149	SPAC16E8.16	SPAC1D4.02C	SPAC16E8.16	SPAC1D4.02C	26771498:0018:HT
O13752	O13961	O13752	CUT11	SPAC17A2.02C	SPAC1786.03|SPAC24C9.01	SPAC17A2.02C	SPAC1786.03	33109728:0090:HT
O13754	Q11118	CNS1	WOS2	SPAC17A2.04C	SPAC9E9.13	SPAC17A2.04C	SPAC9E9.13	26771498:0018:HT
O13758	O42975	O13758	O42975	SPAC17A2.08C	SPBC20F10.05	SPAC17A2.08C	SPBC20F10.05	24210919:0004:LC|24210919:0007:LC|26682798:0018:LC|26682798:0004:LC
O13758	Q9UTK6	O13758	Q9UTK6	SPAC17A2.08C	SPAC1486.03C	SPAC17A2.08C	SPAC1486.03C	26771498:0018:HT|26682798:0018:LC
O13767	O14248	O13767	TEA3	SPAC17A5.05C	SPAC6G10.02C	SPAC17A5.05C	SPAC6G10.02C	26771498:0018:HT
O13767	O60130	O13767	O60130	SPAC17A5.05C	SPBC16G5.16	SPAC17A5.05C	SPBC16G5.16	26771498:0018:HT
O13767	O74518	O13767	CID12	SPAC17A5.05C	SPCC663.12	SPAC17A5.05C	SPCC663.12	26771498:0018:HT
O13772	O13772	O13772	O13772	SPAC17A5.10	SPAC17A5.10	SPAC17A5.10	SPAC17A5.10	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13772	O14326	O13772	PUB3	SPAC17A5.10	SPBC16E9.11C	SPAC17A5.10	SPBC16E9.11C	26771498:0018:HT
O13772	O74747	O13772	RHP18	SPAC17A5.10	SPBC1734.06	SPAC17A5.10	SPBC1734.06	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13772	O94281	O13772	O94281	SPAC17A5.10	SPBC2G5.02C	SPAC17A5.10	SPBC2G5.02C	26771498:0018:HT
O13772	Q92462	O13772	PUB1	SPAC17A5.10	SPAC11G7.02	SPAC17A5.10	SPAC11G7.02	26771498:0018:HT
O13772	Q9HGP0	O13772	PVG4	SPAC17A5.10	SPBC317.01	SPAC17A5.10	SPBC317.01	26771498:0018:HT
O13772	Q9P3U0	O13772	UBP2	SPAC17A5.10	SPAC328.06	SPAC17A5.10	SPAC328.06	26771498:0018:HT
O13772	Q9P3U2	O13772	Q9P3U2	SPAC17A5.10	SPAC328.04	SPAC17A5.10	SPAC328.04	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13772	Q9UT46	O13772	MOC3	SPAC17A5.10	SPAC821.07C	SPAC17A5.10	SPAC821.07C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13772	Q9UTT1	O13772	UBP21	SPAC17A5.10	SPBC713.02C	SPAC17A5.10	SPBC713.02C	26771498:0090:HT|26771498:0018:HT
O13773	Q9P3U0	UCP7	UBP2	SPAC17A5.12	SPAC328.06	SPAC17A5.12	SPAC328.06	26771498:0018:HT
O13774	Q10216	O13774	Q10216	SPAC17A5.13	SPAC4H3.08	SPAC17A5.13	SPAC4H3.08	26771498:0018:HT
O13777	O42661	O13777	SMD1	SPAC1610.01|SPAC17A5.17	SPAC27D7.07C	SPAC1610.01	SPAC27D7.07C	26771498:0018:HT|24298023:0401:LC|24298023:0004:LC|24298023:0096:LC
O13777	Q9UUC6	O13777	SMD3	SPAC1610.01|SPAC17A5.17	SPBC19C2.14	SPAC1610.01	SPBC19C2.14	26771498:0018:HT
O13782	O60052	CPP1	CWP1	SPAC17G6.04C	SPAPB1A10.04C	SPAC17G6.04C	SPAPB1A10.04C	26771498:0018:HT
O13785	O13961	USE1	CUT11	SPAC17G6.07C	SPAC1786.03|SPAC24C9.01	SPAC17G6.07C	SPAC1786.03	33109728:0090:HT
O13785	Q10109	USE1	LEM2	SPAC17G6.07C	SPAC18G6.10	SPAC17G6.07C	SPAC18G6.10	33109728:0090:HT
O13786	Q09805	PEP7	VPS45	SPAC17G6.08	SPAC2G11.03C	SPAC17G6.08	SPAC2G11.03C	26771498:0018:HT
O13787	O13961	SEC62	CUT11	SPAC17G6.09	SPAC1786.03|SPAC24C9.01	SPAC17G6.09	SPAC1786.03	33109728:0090:HT
O13787	Q09825	SEC62	SAD1	SPAC17G6.09	SPBC12D12.01|SPBC16H5.01C	SPAC17G6.09	SPBC12D12.01	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13787	Q10109	SEC62	LEM2	SPAC17G6.09	SPAC18G6.10	SPAC17G6.09	SPAC18G6.10	33109728:0090:HT
O13788	O14243	SSR1	SNX4	SPAC17G6.10	SPAC6F6.12	SPAC17G6.10	SPAC6F6.12	26771498:0018:HT
O13790	O14170	CUL1	POP2	SPAC17G6.12	SPAC4D7.03	SPAC17G6.12	SPAC4D7.03	9990507:0007:LC|12167173:0006:LC|9990507:0004:LC|12167173:0004:LC
O13790	Q9Y709	CUL1	SKP1	SPAC17G6.12	SPBC409.05	SPAC17G6.12	SPBC409.05	15147268:0006:LC|15147268:0004:LC|12167173:0004:LC|12167173:0006:LC
O13791	O13791	SLT1	SLT1	SPAC17G6.13	SPAC17G6.13	SPAC17G6.13	SPAC17G6.13	26771498:0018:HT
O13791	O14176	SLT1	PRP40	SPAC17G6.13	SPAC4D7.13	SPAC17G6.13	SPAC4D7.13	26771498:0018:HT
O13791	O59737	SLT1	GYP1	SPAC17G6.13	SPBC530.01	SPAC17G6.13	SPBC530.01	26771498:0018:HT
O13791	O59741	SLT1	O59741	SPAC17G6.13	SPBC530.05	SPAC17G6.13	SPBC530.05	26771498:0018:HT
O13791	O60130	SLT1	O60130	SPAC17G6.13	SPBC16G5.16	SPAC17G6.13	SPBC16G5.16	26771498:0018:HT
O13791	O74994	SLT1	RNG3	SPAC17G6.13	SPCC613.04C	SPAC17G6.13	SPCC613.04C	26771498:0018:HT
O13791	O94255	SLT1	O94255	SPAC17G6.13	SPBP8B7.05C	SPAC17G6.13	SPBP8B7.05C	26771498:0018:HT
O13791	P87127	SLT1	ATP11	SPAC17G6.13	SPAC3A12.12	SPAC17G6.13	SPAC3A12.12	26771498:0018:HT
O13791	Q09912	SLT1	PSI1	SPAC17G6.13	SPCC830.07C	SPAC17G6.13	SPCC830.07C	26771498:0090:HT|26771498:0018:HT
O13791	Q92349	SLT1	MUG79	SPAC17G6.13	SPAC6G9.04	SPAC17G6.13	SPAC6G9.04	26771498:0018:HT
O13792	O13792	UAP56	UAP56	SPAC17G6.14C	SPAC17G6.14C	SPAC17G6.14C	SPAC17G6.14C	23695164:0018:HT|26771498:0018:HT|23695164:0397:HT
O13792	O74871	UAP56	O74871	SPAC17G6.14C	SPCC31H12.03C	SPAC17G6.14C	SPCC31H12.03C	23695164:0018:HT|26771498:0090:HT|26771498:0018:HT|23695164:0397:HT
O13792	Q9UTB4	UAP56	MSS51	SPAC17G6.14C	SPAC25B8.04C	SPAC17G6.14C	SPAC25B8.04C	26771498:0018:HT
